Día,Hora,Tipo_Franja,Tipo_Vehículo,Energía_kWh,Potencia_kW
18,18,Punta (Retorno),4. HPC 350,87.2,177.06
18,18,Punta (Retorno),2. DC Estándar,25.28,50.0
18,18,Punta (Retorno),1. AC/PHEV,5.62,11.0
18,18,Punta (Retorno),1. AC/PHEV,17.01,11.0
18,18,Punta (Retorno),2. DC Estándar,26.69,50.0
18,18,Punta (Retorno),3. HPC 150,66.67,120.51
18,18,Punta (Retorno),3. HPC 150,50.94,127.29
18,18,Punta (Retorno),2. DC Estándar,26.77,50.0
18,18,Punta (Retorno),2. DC Estándar,25.51,50.0
18,18,Punta (Retorno),3. HPC 150,32.1,93.64
18,18,Punta (Retorno),3. HPC 150,55.59,119.76
18,18,Punta (Retorno),3. HPC 150,43.0,106.54
18,18,Punta (Retorno),2. DC Estándar,28.66,50.0
18,18,Punta (Retorno),3. HPC 150,57.31,97.4
18,18,Punta (Retorno),3. HPC 150,59.83,96.2
18,18,Punta (Retorno),2. DC Estándar,20.4,50.0
18,18,Punta (Retorno),1. AC/PHEV,12.45,11.0
18,18,Punta (Retorno),1. AC/PHEV,9.63,11.0
18,18,Punta (Retorno),2. DC Estándar,28.62,50.0
18,18,Punta (Retorno),2. DC Estándar,21.49,50.0
18,18,Punta (Retorno),3. HPC 150,53.36,108.94
18,18,Punta (Retorno),1. AC/PHEV,13.1,11.0
18,18,Punta (Retorno),2. DC Estándar,17.12,50.0
18,18,Punta (Retorno),1. AC/PHEV,16.42,11.0
18,18,Punta (Retorno),2. DC Estándar,25.54,50.0
18,18,Punta (Retorno),2. DC Estándar,26.3,50.0
18,18,Punta (Retorno),1. AC/PHEV,9.96,11.0
18,18,Punta (Retorno),3. HPC 150,53.12,95.95
18,18,Punta (Retorno),2. DC Estándar,21.27,50.0
18,18,Punta (Retorno),3. HPC 150,51.94,108.91
18,18,Punta (Retorno),3. HPC 150,43.38,98.74
18,18,Punta (Retorno),1. AC/PHEV,8.36,11.0
18,18,Punta (Retorno),1. AC/PHEV,11.72,11.0
18,18,Punta (Retorno),3. HPC 150,27.76,119.9
18,18,Punta (Retorno),3. HPC 150,43.45,127.45
18,18,Punta (Retorno),2. DC Estándar,34.62,50.0
18,18,Punta (Retorno),2. DC Estándar,24.13,50.0
18,18,Punta (Retorno),4. HPC 350,50.6,221.6
18,18,Punta (Retorno),3. HPC 150,29.32,93.93
18,18,Punta (Retorno),4. HPC 350,58.53,187.71
18,18,Punta (Retorno),1. AC/PHEV,8.69,11.0
18,18,Punta (Retorno),3. HPC 150,55.42,103.96
18,18,Punta (Retorno),1. AC/PHEV,6.13,11.0
18,18,Punta (Retorno),3. HPC 150,50.79,116.85
18,18,Punta (Retorno),2. DC Estándar,34.4,50.0
18,18,Punta (Retorno),3. HPC 150,57.04,109.82
18,18,Punta (Retorno),4. HPC 350,56.18,209.41
18,18,Punta (Retorno),3. HPC 150,50.14,122.31
18,18,Punta (Retorno),3. HPC 150,67.0,105.68
18,18,Punta (Retorno),2. DC Estándar,17.16,50.0
18,18,Punta (Retorno),3. HPC 150,34.28,94.58
18,18,Punta (Retorno),2. DC Estándar,18.62,50.0
18,18,Punta (Retorno),1. AC/PHEV,8.64,11.0
18,18,Punta (Retorno),4. HPC 350,63.99,167.75
18,18,Punta (Retorno),3. HPC 150,28.63,117.59
18,18,Punta (Retorno),2. DC Estándar,24.92,50.0
18,18,Punta (Retorno),3. HPC 150,44.11,118.45
18,18,Punta (Retorno),2. DC Estándar,32.06,50.0
18,19,Punta (Retorno),3. HPC 150,36.11,92.65
18,19,Punta (Retorno),2. DC Estándar,25.3,50.0
18,19,Punta (Retorno),2. DC Estándar,31.68,50.0
18,19,Punta (Retorno),2. DC Estándar,31.98,50.0
18,19,Punta (Retorno),2. DC Estándar,25.49,50.0
18,19,Punta (Retorno),3. HPC 150,51.84,95.15
18,19,Punta (Retorno),2. DC Estándar,17.47,50.0
18,19,Punta (Retorno),3. HPC 150,63.43,117.29
18,19,Punta (Retorno),3. HPC 150,47.28,121.16
18,19,Punta (Retorno),3. HPC 150,52.74,108.08
18,19,Punta (Retorno),2. DC Estándar,12.27,50.0
18,19,Punta (Retorno),3. HPC 150,54.3,111.3
18,19,Punta (Retorno),1. AC/PHEV,19.8,11.0
18,19,Punta (Retorno),2. DC Estándar,25.77,50.0
18,19,Punta (Retorno),3. HPC 150,54.26,101.79
18,19,Punta (Retorno),3. HPC 150,50.22,129.62
18,19,Punta (Retorno),3. HPC 150,37.26,95.96
18,19,Punta (Retorno),2. DC Estándar,26.69,50.0
18,19,Punta (Retorno),2. DC Estándar,27.41,50.0
18,19,Punta (Retorno),3. HPC 150,50.87,83.66
18,19,Punta (Retorno),2. DC Estándar,18.95,50.0
18,19,Punta (Retorno),3. HPC 150,64.13,106.48
18,19,Punta (Retorno),3. HPC 150,38.51,110.01
18,19,Punta (Retorno),2. DC Estándar,34.23,50.0
18,19,Punta (Retorno),2. DC Estándar,21.93,50.0
18,19,Punta (Retorno),2. DC Estándar,17.47,50.0
18,19,Punta (Retorno),2. DC Estándar,24.94,50.0
18,19,Punta (Retorno),4. HPC 350,74.99,189.41
18,19,Punta (Retorno),3. HPC 150,44.82,114.08
18,19,Punta (Retorno),1. AC/PHEV,22.83,11.0
18,19,Punta (Retorno),2. DC Estándar,32.6,50.0
18,19,Punta (Retorno),4. HPC 350,82.78,201.5
18,19,Punta (Retorno),3. HPC 150,53.47,96.95
18,19,Punta (Retorno),2. DC Estándar,38.7,50.0
18,19,Punta (Retorno),3. HPC 150,54.88,127.54
18,19,Punta (Retorno),2. DC Estándar,23.02,50.0
18,19,Punta (Retorno),2. DC Estándar,29.4,50.0
18,19,Punta (Retorno),3. HPC 150,37.62,96.04
18,19,Punta (Retorno),2. DC Estándar,22.11,50.0
18,19,Punta (Retorno),2. DC Estándar,24.39,50.0
18,19,Punta (Retorno),2. DC Estándar,29.64,50.0
18,19,Punta (Retorno),3. HPC 150,57.12,91.07
18,19,Punta (Retorno),2. DC Estándar,28.44,50.0
18,19,Punta (Retorno),2. DC Estándar,27.56,50.0
18,19,Punta (Retorno),2. DC Estándar,24.7,50.0
18,19,Punta (Retorno),2. DC Estándar,24.65,50.0
18,19,Punta (Retorno),3. HPC 150,38.39,93.35
18,19,Punta (Retorno),2. DC Estándar,29.52,50.0
18,19,Punta (Retorno),2. DC Estándar,21.9,50.0
18,19,Punta (Retorno),1. AC/PHEV,15.2,11.0
18,19,Punta (Retorno),3. HPC 150,49.77,129.02
18,19,Punta (Retorno),1. AC/PHEV,13.6,11.0
18,19,Punta (Retorno),2. DC Estándar,32.98,50.0
18,19,Punta (Retorno),3. HPC 150,61.57,127.26
18,19,Punta (Retorno),3. HPC 150,73.02,115.51
18,19,Punta (Retorno),4. HPC 350,81.31,158.68
18,19,Punta (Retorno),3. HPC 150,31.42,114.06
18,19,Punta (Retorno),1. AC/PHEV,14.95,11.0
18,19,Punta (Retorno),4. HPC 350,74.75,218.56
18,19,Punta (Retorno),3. HPC 150,45.22,89.7
18,19,Punta (Retorno),3. HPC 150,48.57,88.25
18,19,Punta (Retorno),2. DC Estándar,26.9,50.0
18,19,Punta (Retorno),3. HPC 150,47.0,94.69
18,19,Punta (Retorno),3. HPC 150,47.19,112.54
18,19,Punta (Retorno),4. HPC 350,82.61,187.64
18,19,Punta (Retorno),2. DC Estándar,19.4,50.0
18,19,Punta (Retorno),2. DC Estándar,32.28,50.0
18,19,Punta (Retorno),2. DC Estándar,15.45,50.0
18,19,Punta (Retorno),3. HPC 150,56.14,86.53
18,19,Punta (Retorno),2. DC Estándar,29.54,50.0
18,19,Punta (Retorno),3. HPC 150,34.42,81.59
18,19,Punta (Retorno),3. HPC 150,58.23,123.78
18,19,Punta (Retorno),2. DC Estándar,18.93,50.0
18,19,Punta (Retorno),2. DC Estándar,27.15,50.0
18,19,Punta (Retorno),2. DC Estándar,29.13,50.0
18,19,Punta (Retorno),2. DC Estándar,32.41,50.0
18,19,Punta (Retorno),3. HPC 150,33.61,96.46
18,19,Punta (Retorno),3. HPC 150,58.6,109.48
18,19,Punta (Retorno),3. HPC 150,50.78,110.95
18,19,Punta (Retorno),3. HPC 150,41.53,106.29
18,19,Punta (Retorno),2. DC Estándar,28.57,50.0
18,19,Punta (Retorno),2. DC Estándar,27.54,50.0
18,19,Punta (Retorno),1. AC/PHEV,4.92,11.0
18,19,Punta (Retorno),2. DC Estándar,21.95,50.0
18,19,Punta (Retorno),1. AC/PHEV,8.83,11.0
18,19,Punta (Retorno),1. AC/PHEV,16.72,11.0
18,19,Punta (Retorno),3. HPC 150,38.17,107.25
18,19,Punta (Retorno),2. DC Estándar,27.53,50.0
18,19,Punta (Retorno),2. DC Estándar,25.41,50.0
18,19,Punta (Retorno),3. HPC 150,55.52,90.53
18,19,Punta (Retorno),3. HPC 150,52.22,111.74
18,19,Punta (Retorno),3. HPC 150,56.09,101.06
18,19,Punta (Retorno),3. HPC 150,58.73,114.41
18,19,Punta (Retorno),3. HPC 150,41.27,81.49
18,19,Punta (Retorno),4. HPC 350,58.72,174.52
18,19,Punta (Retorno),2. DC Estándar,20.26,50.0
18,19,Punta (Retorno),2. DC Estándar,25.33,50.0
18,19,Punta (Retorno),3. HPC 150,47.56,115.89
18,19,Punta (Retorno),3. HPC 150,41.88,111.48
18,19,Punta (Retorno),2. DC Estándar,31.91,50.0
18,19,Punta (Retorno),2. DC Estándar,20.99,50.0
18,19,Punta (Retorno),2. DC Estándar,28.94,50.0
18,19,Punta (Retorno),2. DC Estándar,27.4,50.0
18,19,Punta (Retorno),3. HPC 150,38.85,99.1
18,19,Punta (Retorno),3. HPC 150,49.29,129.05
18,19,Punta (Retorno),2. DC Estándar,20.33,50.0
18,19,Punta (Retorno),2. DC Estándar,27.63,50.0
18,19,Punta (Retorno),4. HPC 350,54.75,193.53
18,19,Punta (Retorno),4. HPC 350,83.58,227.51
18,19,Punta (Retorno),2. DC Estándar,28.82,50.0
18,19,Punta (Retorno),4. HPC 350,50.49,200.78
18,20,Punta (Retorno),2. DC Estándar,32.53,50.0
18,20,Punta (Retorno),2. DC Estándar,23.25,50.0
18,20,Punta (Retorno),2. DC Estándar,25.06,50.0
18,20,Punta (Retorno),2. DC Estándar,17.13,50.0
18,20,Punta (Retorno),4. HPC 350,52.0,206.48
18,20,Punta (Retorno),1. AC/PHEV,8.35,11.0
18,20,Punta (Retorno),4. HPC 350,63.87,166.16
18,20,Punta (Retorno),2. DC Estándar,18.55,50.0
18,20,Punta (Retorno),3. HPC 150,51.57,84.76
18,20,Punta (Retorno),2. DC Estándar,21.7,50.0
18,20,Punta (Retorno),2. DC Estándar,14.1,50.0
18,20,Punta (Retorno),3. HPC 150,52.73,115.91
18,20,Punta (Retorno),3. HPC 150,57.25,122.93
18,20,Punta (Retorno),3. HPC 150,42.26,82.84
18,20,Punta (Retorno),3. HPC 150,51.96,118.69
18,20,Punta (Retorno),2. DC Estándar,18.73,50.0
18,20,Punta (Retorno),2. DC Estándar,24.62,50.0
18,20,Punta (Retorno),1. AC/PHEV,17.58,11.0
18,20,Punta (Retorno),2. DC Estándar,33.45,50.0
18,20,Punta (Retorno),3. HPC 150,79.49,124.19
18,20,Punta (Retorno),2. DC Estándar,19.94,50.0
18,20,Punta (Retorno),2. DC Estándar,28.9,50.0
18,20,Punta (Retorno),4. HPC 350,67.75,204.16
18,20,Punta (Retorno),2. DC Estándar,27.03,50.0
18,20,Punta (Retorno),1. AC/PHEV,7.65,11.0
18,20,Punta (Retorno),2. DC Estándar,24.81,50.0
18,20,Punta (Retorno),1. AC/PHEV,11.57,11.0
18,20,Punta (Retorno),2. DC Estándar,19.45,50.0
18,20,Punta (Retorno),2. DC Estándar,19.25,50.0
18,20,Punta (Retorno),3. HPC 150,62.32,107.17
18,20,Punta (Retorno),3. HPC 150,40.95,85.44
18,20,Punta (Retorno),3. HPC 150,44.48,86.78
18,20,Punta (Retorno),3. HPC 150,39.94,103.36
18,20,Punta (Retorno),1. AC/PHEV,6.39,11.0
18,20,Punta (Retorno),2. DC Estándar,26.04,50.0
18,20,Punta (Retorno),4. HPC 350,57.28,222.33
18,20,Punta (Retorno),4. HPC 350,89.88,212.25
18,20,Punta (Retorno),2. DC Estándar,21.95,50.0
18,20,Punta (Retorno),3. HPC 150,28.1,83.67
18,20,Punta (Retorno),4. HPC 350,69.3,195.01
18,20,Punta (Retorno),1. AC/PHEV,3.13,11.0
18,20,Punta (Retorno),3. HPC 150,43.8,100.93
18,20,Punta (Retorno),1. AC/PHEV,18.54,11.0
18,20,Punta (Retorno),2. DC Estándar,39.21,50.0
18,20,Punta (Retorno),2. DC Estándar,26.54,50.0
18,20,Punta (Retorno),3. HPC 150,60.69,91.29
18,20,Punta (Retorno),2. DC Estándar,24.45,50.0
18,20,Punta (Retorno),3. HPC 150,59.26,81.78
18,20,Punta (Retorno),3. HPC 150,56.62,101.5
18,20,Punta (Retorno),3. HPC 150,52.54,85.06
18,20,Punta (Retorno),3. HPC 150,43.11,81.38
18,20,Punta (Retorno),1. AC/PHEV,4.45,11.0
18,20,Punta (Retorno),3. HPC 150,63.71,83.35
18,20,Punta (Retorno),3. HPC 150,51.04,117.03
18,20,Punta (Retorno),3. HPC 150,45.03,107.24
18,20,Punta (Retorno),2. DC Estándar,31.16,50.0
18,20,Punta (Retorno),2. DC Estándar,19.86,50.0
18,20,Punta (Retorno),2. DC Estándar,25.52,50.0
18,20,Punta (Retorno),4. HPC 350,87.36,199.63
18,20,Punta (Retorno),3. HPC 150,50.96,89.59
18,20,Punta (Retorno),2. DC Estándar,29.23,50.0
18,20,Punta (Retorno),2. DC Estándar,32.05,50.0
18,20,Punta (Retorno),4. HPC 350,81.74,229.01
18,20,Punta (Retorno),2. DC Estándar,22.56,50.0
18,20,Punta (Retorno),2. DC Estándar,23.94,50.0
18,20,Punta (Retorno),2. DC Estándar,21.37,50.0
18,20,Punta (Retorno),1. AC/PHEV,14.84,11.0
18,20,Punta (Retorno),3. HPC 150,56.66,102.81
18,20,Punta (Retorno),2. DC Estándar,22.17,50.0
18,20,Punta (Retorno),3. HPC 150,41.97,102.21
18,20,Punta (Retorno),1. AC/PHEV,13.58,11.0
18,20,Punta (Retorno),3. HPC 150,43.34,96.36
18,20,Punta (Retorno),2. DC Estándar,31.77,50.0
18,20,Punta (Retorno),2. DC Estándar,24.71,50.0
18,20,Punta (Retorno),1. AC/PHEV,8.07,11.0
18,20,Punta (Retorno),2. DC Estándar,24.29,50.0
18,20,Punta (Retorno),1. AC/PHEV,2.41,11.0
18,20,Punta (Retorno),3. HPC 150,57.67,84.87
18,20,Punta (Retorno),1. AC/PHEV,16.12,11.0
18,20,Punta (Retorno),3. HPC 150,44.85,94.94
18,20,Punta (Retorno),3. HPC 150,37.67,128.93
18,20,Punta (Retorno),2. DC Estándar,26.88,50.0
18,20,Punta (Retorno),3. HPC 150,45.06,97.95
18,20,Punta (Retorno),2. DC Estándar,27.16,50.0
18,20,Punta (Retorno),3. HPC 150,56.66,83.47
18,20,Punta (Retorno),3. HPC 150,60.32,110.93
18,20,Punta (Retorno),3. HPC 150,58.81,91.62
18,20,Punta (Retorno),1. AC/PHEV,5.47,11.0
18,20,Punta (Retorno),2. DC Estándar,21.0,50.0
18,20,Punta (Retorno),3. HPC 150,64.91,128.47
18,20,Punta (Retorno),1. AC/PHEV,32.42,11.0
18,20,Punta (Retorno),2. DC Estándar,22.53,50.0
18,20,Punta (Retorno),3. HPC 150,43.44,122.23
18,20,Punta (Retorno),2. DC Estándar,30.27,50.0
18,20,Punta (Retorno),3. HPC 150,36.06,90.69
18,20,Punta (Retorno),1. AC/PHEV,22.45,11.0
18,21,Punta (Retorno),3. HPC 150,33.56,92.04
18,21,Punta (Retorno),2. DC Estándar,29.4,50.0
18,21,Punta (Retorno),4. HPC 350,58.85,243.8
18,21,Punta (Retorno),2. DC Estándar,27.27,50.0
18,21,Punta (Retorno),3. HPC 150,52.8,100.93
18,21,Punta (Retorno),3. HPC 150,36.23,92.28
18,21,Punta (Retorno),3. HPC 150,47.85,103.18
18,21,Punta (Retorno),2. DC Estándar,18.67,50.0
18,21,Punta (Retorno),3. HPC 150,51.96,111.83
18,21,Punta (Retorno),2. DC Estándar,20.38,50.0
18,21,Punta (Retorno),3. HPC 150,49.19,104.96
18,21,Punta (Retorno),3. HPC 150,54.36,109.64
18,21,Punta (Retorno),4. HPC 350,88.06,180.47
18,21,Punta (Retorno),3. HPC 150,47.86,127.36
18,21,Punta (Retorno),3. HPC 150,36.03,99.75
18,21,Punta (Retorno),3. HPC 150,49.34,111.04
18,21,Punta (Retorno),3. HPC 150,60.39,112.13
18,21,Punta (Retorno),2. DC Estándar,29.88,50.0
18,21,Punta (Retorno),3. HPC 150,57.82,80.16
18,21,Punta (Retorno),2. DC Estándar,22.77,50.0
18,21,Punta (Retorno),3. HPC 150,50.11,114.13
18,21,Punta (Retorno),4. HPC 350,65.23,192.3
18,21,Punta (Retorno),1. AC/PHEV,8.69,11.0
18,21,Punta (Retorno),2. DC Estándar,20.89,50.0
18,21,Punta (Retorno),3. HPC 150,48.09,105.19
18,21,Punta (Retorno),3. HPC 150,45.5,110.5
18,21,Punta (Retorno),2. DC Estándar,28.8,50.0
18,21,Punta (Retorno),3. HPC 150,46.73,98.33
18,21,Punta (Retorno),3. HPC 150,45.32,113.02
18,21,Punta (Retorno),4. HPC 350,57.35,232.17
18,21,Punta (Retorno),2. DC Estándar,27.1,50.0
18,21,Punta (Retorno),2. DC Estándar,23.64,50.0
18,21,Punta (Retorno),3. HPC 150,53.75,110.93
18,21,Punta (Retorno),2. DC Estándar,26.57,50.0
18,21,Punta (Retorno),3. HPC 150,52.21,103.01
18,21,Punta (Retorno),3. HPC 150,56.35,101.95
18,21,Punta (Retorno),1. AC/PHEV,27.21,11.0
18,21,Punta (Retorno),2. DC Estándar,27.74,50.0
18,21,Punta (Retorno),4. HPC 350,69.2,188.36
18,21,Punta (Retorno),2. DC Estándar,24.39,50.0
18,21,Punta (Retorno),3. HPC 150,43.07,123.16
18,21,Punta (Retorno),3. HPC 150,50.74,121.36
18,21,Punta (Retorno),2. DC Estándar,14.54,50.0
18,21,Punta (Retorno),2. DC Estándar,25.3,50.0
18,21,Punta (Retorno),3. HPC 150,46.57,110.53
18,21,Punta (Retorno),1. AC/PHEV,28.03,11.0
18,21,Punta (Retorno),2. DC Estándar,19.82,50.0
18,21,Punta (Retorno),3. HPC 150,53.25,105.34
18,21,Punta (Retorno),3. HPC 150,45.68,97.16
18,21,Punta (Retorno),3. HPC 150,44.48,96.73
18,21,Punta (Retorno),2. DC Estándar,22.79,50.0
18,21,Punta (Retorno),2. DC Estándar,27.92,50.0
18,21,Punta (Retorno),3. HPC 150,31.39,123.54
18,21,Punta (Retorno),1. AC/PHEV,11.33,11.0
18,21,Punta (Retorno),3. HPC 150,40.57,111.14
18,21,Punta (Retorno),3. HPC 150,63.81,87.4
18,21,Punta (Retorno),2. DC Estándar,38.16,50.0
18,21,Punta (Retorno),2. DC Estándar,22.48,50.0
18,21,Punta (Retorno),2. DC Estándar,23.0,50.0
18,21,Punta (Retorno),1. AC/PHEV,1.0,11.0
18,21,Punta (Retorno),1. AC/PHEV,6.05,11.0
18,21,Punta (Retorno),1. AC/PHEV,5.94,11.0
18,21,Punta (Retorno),2. DC Estándar,24.96,50.0
18,21,Punta (Retorno),2. DC Estándar,19.2,50.0
18,21,Punta (Retorno),1. AC/PHEV,8.02,11.0
18,21,Punta (Retorno),1. AC/PHEV,18.56,11.0
18,21,Punta (Retorno),4. HPC 350,89.68,205.7
18,21,Punta (Retorno),3. HPC 150,44.69,96.55
18,21,Punta (Retorno),3. HPC 150,55.77,108.04
18,21,Punta (Retorno),3. HPC 150,60.78,110.44
18,21,Punta (Retorno),3. HPC 150,37.34,110.92
18,21,Punta (Retorno),2. DC Estándar,21.86,50.0
18,21,Punta (Retorno),2. DC Estándar,21.7,50.0
18,21,Punta (Retorno),3. HPC 150,53.43,104.15
18,21,Punta (Retorno),1. AC/PHEV,11.55,11.0
18,21,Punta (Retorno),3. HPC 150,48.56,107.41
18,21,Punta (Retorno),2. DC Estándar,20.75,50.0
18,21,Punta (Retorno),3. HPC 150,37.16,101.44
18,21,Punta (Retorno),2. DC Estándar,12.06,50.0
18,21,Punta (Retorno),2. DC Estándar,26.61,50.0
18,21,Punta (Retorno),4. HPC 350,81.52,208.66
18,21,Punta (Retorno),2. DC Estándar,19.13,50.0
18,21,Punta (Retorno),3. HPC 150,48.38,97.44
18,21,Punta (Retorno),2. DC Estándar,19.44,50.0
18,21,Punta (Retorno),2. DC Estándar,26.45,50.0
18,21,Punta (Retorno),3. HPC 150,35.17,99.5
18,21,Punta (Retorno),2. DC Estándar,29.06,50.0
18,21,Punta (Retorno),1. AC/PHEV,15.46,11.0
18,21,Punta (Retorno),4. HPC 350,71.96,217.94
18,21,Punta (Retorno),1. AC/PHEV,13.46,11.0
18,21,Punta (Retorno),2. DC Estándar,22.95,50.0
18,21,Punta (Retorno),3. HPC 150,29.47,104.41
18,21,Punta (Retorno),3. HPC 150,41.41,101.28
18,21,Punta (Retorno),3. HPC 150,75.69,127.0
18,21,Punta (Retorno),1. AC/PHEV,19.05,11.0
18,21,Punta (Retorno),2. DC Estándar,27.44,50.0
18,21,Punta (Retorno),1. AC/PHEV,15.83,11.0
18,21,Punta (Retorno),1. AC/PHEV,14.23,11.0
18,21,Punta (Retorno),1. AC/PHEV,8.52,11.0
18,21,Punta (Retorno),3. HPC 150,59.32,113.32
18,21,Punta (Retorno),3. HPC 150,56.78,85.29
18,21,Punta (Retorno),2. DC Estándar,24.4,50.0
18,21,Punta (Retorno),1. AC/PHEV,10.94,11.0
18,21,Punta (Retorno),2. DC Estándar,29.13,50.0
18,21,Punta (Retorno),3. HPC 150,58.79,80.57
18,21,Punta (Retorno),3. HPC 150,55.61,103.27
18,21,Punta (Retorno),2. DC Estándar,26.24,50.0
18,21,Punta (Retorno),3. HPC 150,53.63,115.58
18,21,Punta (Retorno),3. HPC 150,41.27,110.8
18,21,Punta (Retorno),3. HPC 150,64.44,100.05
18,21,Punta (Retorno),2. DC Estándar,20.77,50.0
18,21,Punta (Retorno),3. HPC 150,46.85,94.54
18,21,Punta (Retorno),2. DC Estándar,32.7,50.0
18,21,Punta (Retorno),3. HPC 150,46.42,85.56
18,21,Punta (Retorno),4. HPC 350,73.4,168.64
18,21,Punta (Retorno),3. HPC 150,64.08,89.26
18,21,Punta (Retorno),3. HPC 150,47.27,115.07
18,21,Punta (Retorno),2. DC Estándar,18.64,50.0
18,21,Punta (Retorno),3. HPC 150,29.7,102.48
18,21,Punta (Retorno),2. DC Estándar,27.6,50.0
18,21,Punta (Retorno),2. DC Estándar,23.15,50.0
18,21,Punta (Retorno),3. HPC 150,38.74,117.93
18,21,Punta (Retorno),3. HPC 150,66.28,114.3
18,21,Punta (Retorno),3. HPC 150,55.65,109.03
18,21,Punta (Retorno),3. HPC 150,49.48,95.04
18,21,Punta (Retorno),2. DC Estándar,28.59,50.0
18,21,Punta (Retorno),1. AC/PHEV,7.44,11.0
18,21,Punta (Retorno),3. HPC 150,42.68,82.99
18,21,Punta (Retorno),2. DC Estándar,17.71,50.0
18,21,Punta (Retorno),4. HPC 350,87.02,185.15
18,21,Punta (Retorno),2. DC Estándar,26.66,50.0
18,21,Punta (Retorno),2. DC Estándar,27.76,50.0
18,21,Punta (Retorno),3. HPC 150,50.07,121.75
18,22,Punta (Retorno),1. AC/PHEV,10.71,11.0
18,22,Punta (Retorno),1. AC/PHEV,9.19,11.0
18,22,Punta (Retorno),2. DC Estándar,31.61,50.0
18,22,Punta (Retorno),2. DC Estándar,26.56,50.0
18,22,Punta (Retorno),3. HPC 150,54.8,105.8
18,22,Punta (Retorno),3. HPC 150,36.76,98.75
18,22,Punta (Retorno),3. HPC 150,31.53,100.3
18,22,Punta (Retorno),2. DC Estándar,25.07,50.0
18,22,Punta (Retorno),2. DC Estándar,30.82,50.0
18,22,Punta (Retorno),1. AC/PHEV,10.72,11.0
18,22,Punta (Retorno),1. AC/PHEV,2.81,11.0
18,22,Punta (Retorno),3. HPC 150,59.4,118.79
18,22,Punta (Retorno),1. AC/PHEV,14.41,11.0
18,22,Punta (Retorno),2. DC Estándar,32.32,50.0
18,22,Punta (Retorno),2. DC Estándar,27.0,50.0
18,22,Punta (Retorno),2. DC Estándar,20.06,50.0
18,22,Punta (Retorno),3. HPC 150,64.48,88.26
18,22,Punta (Retorno),1. AC/PHEV,15.44,11.0
18,22,Punta (Retorno),3. HPC 150,40.01,116.58
18,22,Punta (Retorno),2. DC Estándar,25.21,50.0
18,22,Punta (Retorno),2. DC Estándar,17.89,50.0
18,22,Punta (Retorno),3. HPC 150,53.51,84.54
18,22,Punta (Retorno),1. AC/PHEV,6.07,11.0
18,22,Punta (Retorno),3. HPC 150,50.89,88.71
18,22,Punta (Retorno),3. HPC 150,66.08,123.65
18,22,Punta (Retorno),1. AC/PHEV,6.27,11.0
18,22,Punta (Retorno),1. AC/PHEV,4.21,11.0
18,22,Punta (Retorno),3. HPC 150,50.31,103.51
18,22,Punta (Retorno),3. HPC 150,56.95,114.13
18,22,Punta (Retorno),3. HPC 150,48.09,116.05
18,22,Punta (Retorno),1. AC/PHEV,19.75,11.0
18,22,Punta (Retorno),3. HPC 150,54.65,85.42
18,22,Punta (Retorno),1. AC/PHEV,8.73,11.0
18,22,Punta (Retorno),3. HPC 150,40.76,92.03
18,22,Punta (Retorno),3. HPC 150,54.38,124.35
18,22,Punta (Retorno),2. DC Estándar,24.81,50.0
18,22,Punta (Retorno),3. HPC 150,48.95,82.78
18,22,Punta (Retorno),2. DC Estándar,26.27,50.0
18,22,Punta (Retorno),2. DC Estándar,25.98,50.0
18,22,Punta (Retorno),3. HPC 150,46.48,91.24
18,22,Punta (Retorno),2. DC Estándar,32.11,50.0
18,22,Punta (Retorno),2. DC Estándar,26.29,50.0
18,22,Punta (Retorno),3. HPC 150,49.12,80.77
18,22,Punta (Retorno),3. HPC 150,44.56,125.74
18,22,Punta (Retorno),2. DC Estándar,23.97,50.0
18,22,Punta (Retorno),2. DC Estándar,31.36,50.0
18,22,Punta (Retorno),3. HPC 150,65.94,88.72
18,22,Punta (Retorno),3. HPC 150,56.46,116.72
18,22,Punta (Retorno),1. AC/PHEV,8.14,11.0
18,22,Punta (Retorno),1. AC/PHEV,5.32,11.0
18,22,Punta (Retorno),3. HPC 150,35.61,109.29
18,22,Punta (Retorno),2. DC Estándar,20.94,50.0
18,22,Punta (Retorno),3. HPC 150,43.39,80.48
18,22,Punta (Retorno),2. DC Estándar,25.26,50.0
18,22,Punta (Retorno),4. HPC 350,85.44,133.27
18,22,Punta (Retorno),2. DC Estándar,31.79,50.0
18,22,Punta (Retorno),2. DC Estándar,36.51,50.0
18,22,Punta (Retorno),1. AC/PHEV,7.72,11.0
18,22,Punta (Retorno),4. HPC 350,50.17,217.56
18,22,Punta (Retorno),2. DC Estándar,38.3,50.0
18,22,Punta (Retorno),3. HPC 150,48.8,126.9
18,22,Punta (Retorno),2. DC Estándar,25.87,50.0
18,22,Punta (Retorno),1. AC/PHEV,10.65,11.0
18,22,Punta (Retorno),3. HPC 150,41.22,101.98
18,22,Punta (Retorno),1. AC/PHEV,5.11,11.0
18,22,Punta (Retorno),3. HPC 150,46.24,117.99
18,22,Punta (Retorno),2. DC Estándar,32.74,50.0
18,22,Punta (Retorno),2. DC Estándar,20.45,50.0
18,22,Punta (Retorno),2. DC Estándar,25.37,50.0
18,22,Punta (Retorno),1. AC/PHEV,13.87,11.0
18,22,Punta (Retorno),2. DC Estándar,24.13,50.0
18,22,Punta (Retorno),2. DC Estándar,22.62,50.0
