"","V1","V2","V3","V4","V5"
"1679","sw","sw","sw","sw","sw"
"1680","sw","sw","sw","sw","s"
"1681","s","s","s","sw","sw"
"1682","sw","sw","sw","s","s"
"1683","sw","sw","s","c","s"
"1684","s","sw","s","s","sw"
"1685","sw","sw","sw","s","s"
"1686","sw","s","sw","sw","sw"
"1687","sw","sw","sw","sw","sw"
"1688","sw","s","c","s","s"
"1689","s","sw","s","sw","s"
"1690","sw","sw","sw","sw","sw"
"1691","s","s","sw","sw","s"
"1692","sw","sw","sw","sw","sw"
"1693","s","s","s","sw","sw"
"1694","sw","sw","s","s","s"
"1695","s","sw","sw","sw","sw"
"1696","sw","sw","sw","s","s"
"1697","sw","s","s","sw","sw"
"1698","sw","s","s","s","sw"
"1699","s","s","sw","sw","sw"
"1700","sw","sw","sw","s","sw"
"1701","sw","s","sw","s","s"
"1702","sw","sw","s","s","sw"
"1703","s","s","sw","s","s"
"1704","s","s","sw","sw","sw"
"1705","sw","s","sw","sw","sw"
"1706","sw","sw","s","sw","sw"
"1707","sw","s","sw","sw","sw"
"1708","s","sw","sw","s","s"
"1709","s","sw","s","s","sw"
"1710","sw","sw","s","sw","sw"
"1711","s","c","s","sw","s"
"1712","s","c","s","sw","s"
"1713","s","s","s","sw","s"
"1714","sw","sw","sw","sw","s"
"1715","s","s","s","s","sw"
"1716","s","s","c","s","sw"
"1717","sw","s","s","s","sw"
"1718","sw","sw","s","s","s"
"1719","s","s","s","sw","s"
"1720","s","s","sw","s","c"
"1721","c","c","s","sw","sw"
"1722","s","sw","sw","sw","s"
"1723","sw","sw","sw","s","sw"
"1724","sw","sw","sw","sw","sw"
"1725","sw","sw","sw","sw","s"
"1726","s","sw","sw","s","sw"
"1727","sw","sw","sw","sw","sw"
"1728","sw","sw","s","s","sw"
"1729","s","s","c","c","c"
"1730","s","s","s","sw","sw"
"1731","sw","s","s","s","s"
"1732","s","s","s","s","sw"
"1733","s","s","sw","sw","s"
"1734","sw","sw","s","sw","sw"
"1735","s","sw","s","s","s"
"1736","s","s","c","s","s"
"1737","s","s","c","s","sw"
"1738","sw","s","s","sw","sw"
"1739","s","s","s","s","s"
"1740","sw","sw","s","s","s"
"1741","s","s","s","sw","s"
"1742","c","s","s","s","sw"
"1743","sw","s","s","s","sw"
"1744","sw","sw","sw","sw","sw"
"1745","sw","sw","s","s","sw"
"1746","sw","s","sw","s","s"
"1747","s","s","s","s","sw"
"1748","s","s","s","sw","sw"
"1749","sw","sw","sw","s","s"
"1750","sw","s","s","sw","s"
"1751","sw","sw","sw","s","s"
"1752","s","s","s","c","s"
"1753","s","s","c","c","s"
"1754","c","s","sw","sw","s"
"1755","sw","sw","sw","sw","s"
"1756","s","s","s","sw","sw"
"1757","s","s","s","sw","sw"
"1758","s","s","c","c","s"
"1759","sw","s","s","s","s"
"1760","s","sw","sw","sw","sw"
"1761","sw","sw","s","sw","s"
"1762","s","s","c","s","s"
"1763","sw","sw","sw","sw","s"
"1764","s","sw","s","sw","sw"
"1765","s","sw","sw","sw","s"
"1766","c","s","sw","sw","sw"
"1767","sw","sw","sw","sw","sw"
"1768","s","s","s","s","sw"
"1769","sw","s","s","sw","sw"
"1770","s","sw","s","s","sw"
"1771","s","sw","s","sw","sw"
"1772","s","s","sw","sw","sw"
"1773","sw","s","c","s","sw"
"1774","s","s","s","s","sw"
"1775","sw","sw","s","s","sw"
"1776","s","s","s","s","sw"
"1777","s","s","sw","sw","s"
"1778","sw","sw","sw","sw","sw"
"1779","s","c","s","s","sw"
"1780","sw","sw","sw","sw","sw"
"1781","sw","sw","s","s","s"
"1782","s","c","s","s","sw"
"1783","sw","sw","s","s","s"
"1784","s","s","s","sw","s"
"1785","s","c","s","s","sw"
"1786","sw","sw","sw","s","sw"
"1787","s","s","s","sw","sw"
"1788","s","sw","sw","sw","s"
"1789","sw","sw","s","s","sw"
"1790","sw","s","s","s","s"
"1791","sw","s","c","s","s"
"1792","s","s","sw","s","sw"
"1793","s","sw","sw","s","sw"
"1794","sw","sw","sw","sw","sw"
"1795","sw","sw","s","s","c"
"1796","c","s","sw","sw","sw"
"1797","s","sw","sw","s","sw"
"1798","sw","sw","sw","sw","sw"
"1799","s","s","s","sw","sw"
"1800","sw","s","s","sw","s"
"1801","sw","sw","sw","s","s"
"1802","s","s","sw","sw","s"
"1803","s","sw","s","s","sw"
"1804","s","s","s","s","sw"
"1805","s","s","s","sw","sw"
"1806","sw","sw","s","sw","sw"
"1807","s","sw","sw","sw","sw"
"1808","s","sw","sw","s","sw"
"1809","sw","sw","sw","s","s"
"1810","s","s","sw","sw","s"
"1811","s","c","s","sw","s"
"1812","s","s","sw","s","s"
"1813","sw","sw","s","s","s"
"1814","s","sw","sw","sw","sw"
"1815","s","sw","sw","s","s"
"1816","sw","s","sw","sw","sw"
"1817","sw","sw","s","sw","s"
"1818","sw","s","s","s","sw"
"1819","sw","sw","sw","sw","s"
"1820","c","s","s","s","s"
"1821","sw","s","c","s","sw"
"1822","sw","sw","sw","sw","sw"
"1823","sw","sw","s","s","s"
"1824","s","s","sw","s","s"
"1825","c","c","s","s","sw"
"1826","sw","sw","sw","sw","sw"
"1827","s","s","s","sw","s"
"1828","s","s","s","sw","s"
"1829","s","c","s","s","sw"
"1830","sw","sw","s","s","s"
"1831","s","sw","sw","sw","sw"
"1832","s","sw","s","s","sw"
"1833","sw","s","c","s","s"
"1834","s","s","sw","sw","sw"
"1835","sw","sw","s","c","s"
"1836","s","sw","sw","sw","sw"
"1837","sw","sw","s","s","s"
"1838","s","sw","s","sw","sw"
"1839","sw","sw","sw","s","s"
"1840","sw","s","sw","sw","s"
"1841","sw","s","s","s","s"
"1842","sw","sw","sw","sw","sw"
"1843","s","sw","sw","s","sw"
"1844","s","s","sw","sw","sw"
"1845","sw","sw","sw","sw","sw"
"1846","s","s","s","s","sw"
"1847","s","sw","sw","sw","sw"
"1848","s","sw","sw","sw","s"
"1849","s","s","sw","sw","sw"
"1850","s","sw","s","sw","sw"
"1851","sw","sw","s","c","s"
"1852","s","sw","sw","s","c"
"1853","s","s","sw","s","s"
"1854","s","s","s","s","s"
"1855","s","sw","sw","s","s"
"1856","sw","s","sw","s","s"
"1857","sw","sw","sw","sw","s"
"1858","s","s","c","c","s"
"1859","s","s","s","s","s"
"1860","s","s","s","s","s"
"1861","s","s","s","s","s"
"1862","sw","sw","sw","s","s"
"1863","sw","s","s","sw","sw"
"1864","sw","sw","sw","sw","sw"
"1865","sw","sw","s","sw","sw"
"1866","s","c","s","s","s"
"1867","sw","s","s","sw","sw"
"1868","sw","s","sw","s","s"
"1869","s","c","s","sw","sw"
"1870","s","s","sw","sw","sw"
"1871","sw","s","c","s","sw"
"1872","sw","s","s","s","sw"
"1873","s","s","sw","sw","sw"
"1874","s","s","s","s","sw"
"1875","s","s","sw","sw","sw"
"1876","sw","sw","sw","s","s"
"1877","s","sw","sw","s","s"
"1878","sw","s","c","s","s"
"1879","sw","sw","sw","s","s"
"1880","sw","sw","s","s","c"
"1881","s","c","s","s","sw"
"1882","sw","s","s","s","s"
"1883","sw","sw","s","sw","s"
"1884","s","sw","s","sw","sw"
"1885","s","sw","s","s","s"
"1886","s","sw","sw","s","s"
"1887","s","sw","sw","sw","s"
"1888","s","s","s","s","s"
"1889","s","s","sw","sw","sw"
"1890","sw","sw","sw","sw","s"
"1891","s","c","c","s","sw"
"1892","s","sw","s","sw","sw"
"1893","s","s","c","s","s"
"1894","s","sw","sw","s","s"
"1895","c","s","c","s","sw"
"1896","sw","sw","s","sw","sw"
"1897","s","sw","s","s","sw"
"1898","sw","s","s","sw","s"
"1899","s","c","c","s","s"
"1900","s","sw","s","c","s"
"1901","sw","sw","sw","sw","sw"
"1902","sw","sw","sw","sw","sw"
"1903","sw","s","s","sw","sw"
"1904","sw","s","sw","sw","sw"
"1905","sw","s","s","sw","sw"
"1906","s","s","s","s","s"
"1907","s","s","s","sw","s"
"1908","sw","sw","s","c","s"
"1909","s","s","sw","s","s"
"1910","s","sw","sw","sw","s"
"1911","s","s","sw","sw","s"
"1912","sw","sw","s","s","s"
"1913","s","s","s","s","s"
"1914","c","s","s","c","s"
"1915","sw","sw","s","s","sw"
"1916","sw","sw","s","sw","s"
"1917","sw","s","sw","sw","sw"
"1918","s","c","s","s","sw"
"1919","sw","sw","sw","sw","sw"
"1920","s","c","s","s","s"
"1921","sw","sw","sw","sw","sw"
"1922","sw","s","s","s","s"
"1923","s","s","s","sw","sw"
"1924","sw","sw","sw","sw","sw"
"1925","sw","s","s","s","s"
"1926","sw","sw","sw","sw","s"
"1927","s","sw","s","sw","sw"
"1928","s","s","s","sw","sw"
"1929","sw","s","s","sw","s"
"1930","s","s","sw","s","s"
"1931","sw","sw","s","sw","s"
"1932","s","s","sw","sw","s"
"1933","s","s","sw","s","c"
"1934","s","c","s","s","s"
"1935","s","s","s","s","sw"
"1936","sw","sw","sw","sw","sw"
"1937","s","sw","sw","sw","sw"
"1938","sw","s","s","c","s"
"1939","s","sw","sw","sw","sw"
"1940","sw","s","s","sw","sw"
"1941","s","s","s","sw","sw"
"1942","s","sw","sw","s","s"
"1943","s","s","s","s","sw"
"1944","s","c","s","s","c"
"1945","s","sw","sw","sw","s"
"1946","sw","s","s","s","s"
"1947","c","s","s","s","s"
"1948","s","s","c","s","c"
"1949","c","s","sw","sw","s"
"1950","sw","sw","s","sw","sw"
"1951","sw","s","s","s","sw"
"1952","sw","s","sw","sw","sw"
"1953","sw","sw","sw","sw","s"
"1954","s","sw","s","s","sw"
"1955","s","sw","sw","s","sw"
"1956","sw","s","s","sw","s"
"1957","s","c","s","sw","sw"
"1958","sw","sw","sw","s","c"
"1959","c","s","sw","s","s"
"1960","s","s","s","s","sw"
"1961","s","s","sw","s","s"
"1962","sw","s","sw","sw","sw"
"1963","s","sw","s","s","s"
"1964","s","sw","sw","sw","sw"
"1965","s","s","sw","s","s"
"1966","sw","sw","s","sw","s"
"1967","s","c","s","sw","sw"
"1968","sw","s","c","s","s"
"1969","s","s","s","sw","sw"
"1970","sw","sw","sw","s","sw"
"1971","sw","sw","s","s","sw"
"1972","sw","sw","sw","s","sw"
"1973","s","s","s","s","sw"
"1974","s","sw","sw","sw","sw"
"1975","s","sw","sw","s","s"
"1976","c","c","s","s","s"
"1977","s","sw","s","s","sw"
"1978","s","sw","sw","s","sw"
"1979","sw","sw","sw","sw","sw"
"1980","s","s","s","sw","s"
"1981","s","s","s","s","s"
"1982","s","sw","s","c","s"
"1983","s","sw","s","s","sw"
"1984","sw","sw","s","sw","sw"
"1985","sw","s","sw","s","sw"
"1986","s","sw","sw","s","s"
"1987","s","s","s","sw","s"
"1988","sw","sw","sw","sw","sw"
"1989","s","s","c","c","s"
"1990","c","s","s","sw","sw"
"1991","sw","s","s","c","s"
"1992","sw","sw","sw","sw","sw"
"1993","sw","s","s","s","s"
"1994","c","s","s","sw","sw"
"1995","sw","s","sw","sw","s"
"1996","sw","sw","sw","s","s"
"1997","s","sw","s","s","sw"
"1998","sw","s","s","s","s"
"1999","sw","s","s","s","s"
"2000","sw","sw","sw","s","s"
"2001","s","sw","sw","sw","sw"
"2002","s","sw","s","s","sw"
"2003","s","sw","sw","sw","sw"
"2004","sw","sw","sw","s","s"
"2005","s","sw","s","sw","sw"
"2006","sw","sw","sw","sw","s"
"2007","sw","sw","s","s","s"
"2008","c","s","s","s","s"
"2009","s","s","s","s","s"
"2010","s","sw","sw","sw","sw"
"2011","s","c","c","s","s"
"2012","sw","sw","sw","sw","sw"
"2013","s","sw","sw","sw","sw"
"2014","sw","sw","sw","s","s"
"2015","sw","sw","s","s","sw"
"2016","s","c","c","s","sw"
"2017","s","sw","s","s","s"
"2018","sw","sw","sw","sw","s"
"2019","s","sw","sw","sw","sw"
"2020","s","sw","sw","s","s"
"2021","s","s","s","s","sw"
"2022","sw","s","sw","s","s"
"2023","sw","s","c","c","s"
"2024","s","sw","s","c","s"
"2025","c","s","s","sw","sw"
"2026","s","sw","s","s","s"
"2027","s","c","s","s","sw"
"2028","sw","s","s","sw","s"
"2029","s","sw","sw","sw","sw"
"2030","s","s","s","s","s"
"2031","s","sw","s","sw","sw"
"2032","s","s","sw","s","sw"
"2033","s","sw","s","s","s"
"2034","s","s","sw","s","s"
"2035","s","s","s","s","c"
"2036","s","s","sw","sw","s"
"2037","s","s","s","c","s"
"2038","s","s","sw","sw","s"
"2039","s","sw","s","sw","sw"
"2040","sw","s","sw","sw","s"
"2041","s","sw","s","sw","sw"
"2042","s","s","s","sw","sw"
"2043","sw","s","s","s","sw"
"2044","sw","sw","sw","sw","s"
"2045","sw","s","c","s","sw"
"2046","sw","s","sw","s","s"
"2047","s","c","s","s","sw"
"2048","sw","sw","sw","sw","s"
"2049","s","sw","sw","sw","s"
"2050","sw","s","s","s","sw"
"2051","s","s","sw","sw","sw"
"2052","sw","sw","s","s","s"
"2053","sw","sw","s","s","s"
"2054","s","s","sw","sw","s"
"2055","s","c","c","s","s"
"2056","s","sw","sw","s","sw"
"2057","s","s","s","sw","sw"
"2058","sw","s","sw","s","s"
"2059","s","s","sw","s","s"
"2060","s","s","s","sw","sw"
"2061","s","s","c","c","s"
"2062","s","s","s","sw","sw"
"2063","sw","s","sw","s","s"
"2064","sw","s","s","sw","s"
"2065","s","s","s","s","sw"
"2066","s","c","s","s","s"
"2067","c","s","s","s","s"
"2068","c","s","s","s","sw"
"2069","s","s","sw","s","s"
"2070","sw","s","s","s","sw"
"2071","sw","sw","sw","s","s"
"2072","s","s","sw","s","s"
"2073","s","sw","sw","s","s"
"2074","s","sw","sw","sw","sw"
"2075","sw","s","sw","sw","sw"
"2076","sw","sw","s","sw","s"
"2077","sw","s","c","c","s"
"2078","sw","s","s","sw","s"
"2079","s","s","s","sw","s"
"2080","sw","s","s","s","sw"
"2081","sw","sw","sw","s","sw"
"2082","sw","s","s","s","sw"
"2083","s","s","s","s","sw"
"2084","sw","sw","s","sw","sw"
"2085","sw","sw","s","s","sw"
"2086","sw","s","s","sw","sw"
"2087","s","s","sw","sw","sw"
"2088","sw","sw","sw","sw","s"
"2089","s","c","c","s","s"
"2090","sw","sw","sw","s","s"
"2091","s","s","sw","s","s"
"2092","s","s","sw","s","sw"
"2093","s","s","s","sw","sw"
"2094","sw","s","sw","s","s"
"2095","s","s","sw","s","sw"
"2096","s","s","s","sw","sw"
"2097","sw","sw","sw","sw","sw"
"2098","s","s","s","sw","sw"
"2099","s","c","s","s","c"
"2100","s","s","sw","sw","sw"
"2101","sw","sw","sw","sw","s"
"2102","s","sw","sw","s","sw"
"2103","sw","sw","s","c","s"
"2104","s","s","sw","s","s"
"2105","s","sw","s","sw","s"
"2106","sw","sw","sw","sw","s"
"2107","s","sw","sw","sw","s"
"2108","s","s","s","s","s"
"2109","sw","sw","s","sw","sw"
"2110","s","sw","sw","s","s"
"2111","c","c","s","s","s"
"2112","sw","sw","s","sw","sw"
"2113","s","s","s","s","s"
"2114","c","s","s","s","s"
"2115","s","sw","s","s","s"
"2116","sw","sw","s","s","s"
"2117","s","s","s","s","sw"
"2118","s","sw","sw","s","s"
"2119","s","sw","sw","s","s"
"2120","s","sw","sw","sw","sw"
"2121","s","s","sw","s","s"
"2122","s","s","s","c","c"
"2123","s","s","s","sw","sw"
"2124","s","s","s","c","c"
"2125","s","s","sw","sw","sw"
"2126","s","s","s","c","s"
"2127","s","sw","sw","s","s"
"2128","sw","sw","sw","s","s"
"2129","sw","s","c","c","s"
"2130","s","s","s","sw","sw"
"2131","s","s","s","s","s"
"2132","c","s","sw","sw","sw"
"2133","sw","sw","sw","sw","sw"
"2134","sw","sw","sw","sw","sw"
"2135","s","s","sw","sw","sw"
"2136","s","s","sw","sw","s"
"2137","sw","sw","s","c","s"
"2138","s","s","sw","sw","sw"
"2139","sw","s","sw","sw","s"
"2140","sw","s","s","sw","s"
"2141","s","s","c","s","s"
"2142","s","sw","s","s","sw"
"2143","s","sw","sw","s","s"
"2144","s","s","sw","s","s"
"2145","s","sw","sw","s","s"
"2146","s","s","s","sw","sw"
"2147","s","s","s","s","s"
"2148","c","c","s","s","s"
"2149","s","s","sw","sw","sw"
"2150","sw","sw","sw","sw","sw"
"2151","sw","s","s","s","sw"
"2152","sw","sw","sw","sw","sw"
"2153","s","s","sw","s","s"
"2154","s","s","s","sw","sw"
"2155","s","s","s","s","s"
"2156","s","s","s","s","s"
"2157","s","sw","s","sw","sw"
"2158","s","sw","s","s","s"
"2159","s","sw","s","s","s"
"2160","sw","s","s","s","s"
"2161","sw","s","c","c","s"
"2162","s","s","s","sw","s"
"2163","c","s","s","s","s"
"2164","sw","s","sw","s","s"
"2165","s","s","s","sw","sw"
"2166","sw","s","sw","sw","sw"
"2167","s","s","s","sw","sw"
"2168","s","sw","sw","sw","sw"
"2169","s","s","s","sw","s"
"2170","s","sw","s","s","sw"
"2171","s","s","sw","s","s"
"2172","s","sw","sw","s","c"
"2173","c","s","s","sw","sw"
"2174","sw","sw","s","s","s"
"2175","s","s","sw","s","c"
"2176","s","s","c","s","c"
"2177","c","s","sw","s","s"
"2178","c","c","s","sw","sw"
"2179","sw","s","sw","sw","sw"
"2180","s","sw","s","sw","sw"
"2181","sw","s","s","s","sw"
"2182","s","sw","sw","s","s"
"2183","s","sw","s","sw","sw"
"2184","sw","sw","sw","sw","sw"
"2185","s","s","s","s","s"
"2186","sw","sw","sw","sw","s"
"2187","s","s","sw","sw","sw"
"2188","sw","s","s","s","sw"
"2189","sw","s","s","c","c"
"2190","c","s","c","s","sw"
"2191","s","s","s","sw","sw"
"2192","sw","sw","sw","s","s"
"2193","c","s","s","c","c"
"2194","s","c","s","sw","sw"
"2195","sw","s","s","sw","s"
"2196","s","s","s","s","s"
"2197","s","s","s","s","s"
"2198","c","s","sw","sw","s"
"2199","sw","s","s","s","s"
"2200","s","s","s","s","s"
"2201","s","s","c","s","s"
"2202","sw","sw","sw","sw","s"
"2203","s","c","c","s","c"
"2204","s","c","c","s","s"
"2205","sw","sw","sw","sw","sw"
"2206","sw","s","s","c","s"
"2207","s","sw","s","sw","sw"
"2208","s","s","sw","s","s"
"2209","c","c","s","s","s"
"2210","s","sw","sw","sw","sw"
"2211","sw","sw","sw","sw","s"
"2212","s","s","s","s","sw"
"2213","sw","sw","sw","sw","sw"
"2214","sw","s","sw","sw","sw"
"2215","sw","s","sw","sw","sw"
"2216","s","c","s","s","s"
"2217","sw","s","sw","s","s"
"2218","s","sw","s","sw","s"
"2219","s","sw","sw","sw","s"
"2220","s","sw","s","s","sw"
"2221","sw","s","s","s","sw"
"2222","s","s","sw","s","sw"
"2223","sw","sw","sw","sw","sw"
"2224","s","sw","sw","sw","s"
"2225","sw","sw","sw","s","s"
"2226","s","s","c","s","sw"
"2227","s","s","s","sw","sw"
"2228","sw","s","s","sw","sw"
"2229","sw","sw","sw","s","sw"
"2230","s","s","s","sw","sw"
"2231","sw","s","sw","sw","sw"
"2232","s","sw","sw","s","sw"
"2233","s","sw","s","s","sw"
"2234","s","s","s","s","sw"
"2235","sw","s","sw","s","s"
"2236","sw","sw","sw","sw","s"
"2237","s","s","s","s","s"
"2238","c","s","sw","sw","s"
"2239","c","s","s","s","sw"
"2240","s","sw","s","sw","sw"
"2241","s","s","sw","sw","sw"
"2242","s","c","s","sw","sw"
"2243","sw","sw","s","s","sw"
"2244","sw","sw","s","s","s"
"2245","s","s","sw","s","s"
"2246","s","s","s","sw","sw"
"2247","sw","sw","sw","s","s"
"2248","s","s","s","s","s"
"2249","s","sw","s","s","s"
"2250","sw","s","sw","s","c"
"2251","s","s","s","sw","s"
"2252","s","s","s","sw","sw"
"2253","s","sw","sw","sw","sw"
"2254","s","s","s","s","s"
"2255","s","c","s","s","c"
"2256","s","sw","sw","sw","s"
"2257","s","c","c","s","s"
"2258","sw","s","s","s","sw"
"2259","s","sw","s","sw","sw"
"2260","sw","s","s","s","s"
"2261","c","c","s","s","sw"
"2262","s","sw","sw","sw","sw"
"2263","s","c","c","s","s"
"2264","sw","s","s","s","sw"
"2265","sw","sw","sw","s","s"
"2266","sw","sw","s","s","s"
"2267","s","sw","sw","s","c"
"2268","s","s","sw","sw","s"
"2269","s","s","c","c","s"
"2270","sw","s","s","s","sw"
"2271","sw","s","s","s","c"
"2272","s","sw","sw","s","s"
"2273","sw","s","s","sw","sw"
"2274","sw","s","c","s","s"
"2275","sw","sw","sw","sw","sw"
"2276","sw","s","s","sw","sw"
"2277","s","sw","s","sw","sw"
"2278","sw","sw","s","s","s"
"2279","sw","sw","sw","s","c"
"2280","s","sw","sw","sw","sw"
"2281","sw","s","s","s","s"
"2282","s","sw","s","sw","sw"
"2283","s","s","s","s","sw"
"2284","s","s","s","c","s"
"2285","sw","s","s","s","s"
"2286","sw","s","s","sw","sw"
"2287","s","sw","sw","s","sw"
"2288","sw","s","s","sw","s"
"2289","sw","sw","sw","sw","sw"
"2290","sw","s","s","s","s"
"2291","sw","s","s","sw","sw"
"2292","s","s","c","s","sw"
"2293","s","c","s","s","sw"
"2294","s","s","s","s","sw"
"2295","s","c","s","c","s"
"2296","sw","sw","s","s","s"
"2297","s","s","sw","sw","sw"
"2298","s","s","s","sw","sw"
"2299","s","s","s","sw","s"
"2300","sw","s","s","s","c"
"2301","s","s","s","sw","s"
"2302","s","sw","s","sw","s"
"2303","s","sw","s","sw","s"
"2304","s","sw","sw","sw","sw"
"2305","sw","s","s","s","s"
"2306","s","c","s","sw","sw"
"2307","sw","s","sw","sw","sw"
"2308","s","s","sw","s","sw"
"2309","sw","s","sw","sw","s"
"2310","s","s","sw","s","s"
"2311","sw","sw","sw","sw","sw"
"2312","sw","sw","sw","sw","s"
"2313","sw","s","s","sw","sw"
"2314","sw","s","s","s","sw"
"2315","sw","sw","sw","sw","s"
"2316","sw","sw","sw","sw","sw"
"2317","sw","s","c","s","sw"
"2318","sw","sw","sw","sw","sw"
"2319","s","s","s","s","s"
"2320","s","s","sw","s","sw"
"2321","sw","s","sw","s","s"
"2322","sw","s","sw","s","sw"
"2323","sw","sw","sw","s","sw"
"2324","s","s","s","c","c"
"2325","c","s","s","s","c"
"2326","c","c","s","c","s"
"2327","s","c","s","s","s"
"2328","s","s","s","sw","sw"
"2329","sw","sw","s","c","s"
"2330","s","s","sw","s","s"
"2331","s","sw","sw","sw","sw"
"2332","s","s","s","s","s"
"2333","sw","sw","sw","sw","sw"
"2334","sw","s","s","s","sw"
"2335","sw","sw","sw","s","s"
"2336","s","s","sw","sw","s"
"2337","s","sw","s","s","s"
"2338","s","s","s","c","s"
"2339","sw","s","s","s","s"
"2340","s","s","sw","sw","s"
"2341","sw","sw","sw","s","s"
"2342","sw","sw","sw","sw","sw"
"2343","sw","sw","s","sw","s"
"2344","s","sw","sw","sw","s"
"2345","s","sw","sw","s","s"
"2346","s","sw","sw","sw","sw"
"2347","sw","s","sw","sw","sw"
"2348","s","s","s","s","s"
"2349","s","s","s","sw","s"
"2350","s","s","s","s","s"
"2351","sw","sw","s","s","sw"
"2352","s","s","sw","s","sw"
"2353","s","s","sw","sw","sw"
"2354","sw","s","sw","sw","s"
"2355","s","s","sw","s","s"
"2356","s","s","sw","s","s"
"2357","s","sw","s","sw","sw"
"2358","sw","sw","sw","sw","s"
"2359","sw","sw","s","s","c"
"2360","s","sw","sw","sw","sw"
"2361","s","sw","s","s","sw"
"2362","s","s","sw","s","s"
"2363","sw","s","s","s","s"
"2364","s","s","s","sw","sw"
"2365","sw","s","s","s","sw"
"2366","s","s","s","sw","sw"
"2367","s","sw","s","s","sw"
"2368","s","s","c","c","s"
"2369","s","sw","s","sw","sw"
"2370","s","s","s","sw","sw"
"2371","s","s","s","s","s"
"2372","s","s","s","sw","sw"
"2373","s","c","s","c","s"
"2374","sw","sw","sw","sw","s"
"2375","sw","sw","sw","sw","s"
"2376","sw","s","c","s","sw"
"2377","sw","sw","sw","s","sw"
"2378","s","c","c","s","sw"
"2379","s","sw","sw","sw","sw"
"2380","sw","s","s","s","sw"
"2381","sw","s","sw","s","s"
"2382","sw","sw","sw","sw","sw"
"2383","sw","s","sw","sw","sw"
"2384","s","s","s","sw","s"
"2385","sw","sw","s","s","s"
"2386","s","s","c","s","sw"
"2387","s","sw","sw","s","s"
"2388","s","s","sw","sw","sw"
"2389","s","sw","sw","sw","sw"
"2390","sw","sw","s","sw","s"
"2391","c","s","s","s","sw"
"2392","s","s","s","s","sw"
"2393","sw","sw","s","s","sw"
"2394","s","s","sw","sw","s"
"2395","s","sw","s","s","sw"
"2396","sw","sw","s","s","sw"
"2397","sw","sw","sw","sw","s"
"2398","sw","s","c","s","c"
"2399","c","s","s","s","s"
"2400","sw","sw","s","s","s"
"2401","s","sw","s","s","sw"
"2402","sw","s","sw","sw","sw"
"2403","sw","sw","sw","s","c"
"2404","s","sw","sw","s","sw"
"2405","sw","sw","sw","sw","sw"
"2406","s","s","sw","s","sw"
"2407","sw","sw","s","s","sw"
"2408","sw","sw","sw","s","c"
"2409","s","s","sw","sw","s"
"2410","sw","s","s","sw","s"
"2411","sw","sw","sw","sw","s"
"2412","sw","sw","sw","s","s"
"2413","s","s","s","c","s"
"2414","s","s","sw","sw","sw"
"2415","sw","sw","sw","sw","s"
"2416","s","s","s","s","sw"
"2417","sw","sw","sw","s","s"
"2418","s","s","s","s","s"
"2419","sw","sw","s","c","c"
"2420","s","sw","sw","s","sw"
"2421","sw","sw","sw","sw","s"
"2422","sw","sw","sw","sw","sw"
"2423","s","s","s","s","s"
"2424","sw","sw","sw","s","s"
"2425","sw","sw","s","c","c"
"2426","c","s","s","s","sw"
"2427","sw","sw","sw","sw","s"
"2428","s","s","s","sw","sw"
"2429","s","s","s","sw","s"
"2430","sw","sw","s","sw","sw"
"2431","sw","sw","sw","s","sw"
"2432","s","sw","sw","sw","sw"
"2433","sw","s","s","sw","sw"
"2434","s","sw","sw","s","c"
"2435","s","s","s","sw","sw"
"2436","s","sw","sw","s","s"
"2437","c","s","sw","sw","s"
"2438","sw","sw","s","c","s"
"2439","s","s","s","sw","sw"
"2440","sw","s","sw","sw","sw"
"2441","sw","sw","sw","sw","s"
"2442","s","sw","sw","sw","sw"
"2443","sw","sw","sw","s","sw"
"2444","sw","sw","sw","s","sw"
"2445","sw","s","s","sw","s"
"2446","s","s","s","s","sw"
"2447","sw","sw","sw","sw","sw"
"2448","sw","sw","sw","sw","sw"
"2449","sw","sw","sw","sw","sw"
"2450","sw","sw","sw","sw","s"
"2451","s","s","s","s","s"
"2452","s","s","s","s","sw"
"2453","s","sw","s","s","sw"
"2454","sw","sw","sw","s","s"
"2455","sw","s","sw","sw","s"
"2456","sw","sw","sw","s","c"
"2457","s","s","s","sw","sw"
"2458","sw","sw","s","s","s"
"2459","sw","s","sw","s","c"
"2460","s","c","s","s","s"
"2461","s","s","sw","sw","sw"
"2462","sw","s","sw","sw","s"
"2463","s","s","s","s","c"
"2464","c","s","sw","sw","s"
"2465","sw","s","c","s","sw"
"2466","s","sw","sw","sw","sw"
"2467","s","s","c","s","sw"
"2468","sw","sw","s","c","s"
"2469","sw","sw","s","s","sw"
"2470","sw","sw","s","s","sw"
"2471","sw","s","c","s","s"
"2472","s","s","s","s","sw"
"2473","sw","sw","sw","sw","sw"
"2474","sw","s","c","s","s"
"2475","s","s","s","sw","s"
"2476","sw","s","s","s","c"
"2477","s","s","sw","sw","s"
"2478","s","s","sw","sw","s"
"2479","s","sw","s","sw","sw"
"2480","sw","sw","s","c","c"
"2481","s","s","s","s","s"
"2482","s","s","s","sw","sw"
"2483","s","sw","sw","sw","sw"
"2484","sw","s","s","c","s"
"2485","s","c","c","s","s"
"2486","s","s","s","s","s"
"2487","sw","s","sw","sw","s"
"2488","sw","sw","s","sw","s"
"2489","sw","sw","sw","sw","s"
